Problema,Algoritmo,M (Objetivos),N (Variáveis),Semente,Hipervolume,IGDPlus,Spacing,Pareto Subset,Taxa de Erro
DPF3,MEAMT-ENXUTO,3,22,6,0.9694264393585996,0.0007725129547567282,0.0050913767563400825,,
DPF3,MEAMT-ENXUTO,3,22,7,0.9702514611688717,0.0005232808939582066,0.004057267433692148,,
DPF3,MEAMT-ENXUTO,3,22,8,0.9701335962566783,0.00043418900388787686,0.004638322045592353,,
DPF3,MEAMT-ENXUTO,3,22,9,0.9692911503586142,0.0006107211436856109,0.008184289190505565,,
DPF3,MEAMT-ENXUTO,3,22,10,0.970392838050368,0.00040780905280214885,0.005322724453453672,,
DPF3,MEAMT-ENXUTO,3,22,11,0.9696983247226907,0.0006952333955971269,0.004573295741884802,,
DPF3,MEAMT-ENXUTO,3,22,12,0.969299665922112,0.00043456641131616494,0.004518374817839323,,
DPF3,MEAMT-ENXUTO,3,22,13,0.9695580951761751,0.0006018957998024136,0.0032541640028932325,,
DPF3,MEAMT-ENXUTO,3,22,14,0.970263917624077,0.000509619802037022,0.031029480575385925,,
DPF3,MEAMT-ENXUTO,3,22,15,0.9695500871033602,0.00046090045174823483,0.00411680267523546,,
DPF3,MEAMT-ENXUTO,3,22,16,0.9691566417519175,0.000528457113511184,0.0041407938513342134,,
DPF3,MEAMT-ENXUTO,3,22,17,0.9685956268871623,0.0004319104413667416,0.003693935860837366,,
DPF3,MEAMT-ENXUTO,3,22,18,0.9678212386767414,0.0003935238197859452,0.0584822163460724,,
DPF3,MEAMT-ENXUTO,3,22,19,0.9667813506189632,0.0005993443822756428,0.007467229031758677,,
DPF3,MEAMT-ENXUTO,3,22,20,0.9685469349710443,0.00044570392474299364,0.0052899213070849195,,
DPF3,MEAMT-ENXUTO,3,22,21,0.9690084776191388,0.0003955397886927486,0.0036786909588274316,,
DPF3,MEAMT-ENXUTO,3,22,22,0.9696708943132828,0.00040313398603561526,0.0049909111079289225,,
DPF3,MEAMT-ENXUTO,3,22,23,0.9692972608237753,0.0005845513820594285,0.0042450074275151494,,
DPF3,MEAMT-ENXUTO,3,22,24,0.9702397569263749,0.0004015556471489688,0.011075890675600318,,
DPF3,MEAMT-ENXUTO,3,22,25,0.9690045787593353,0.0004436283828841369,0.00415134837423167,,
DPF3,MEAMT-ENXUTO,3,22,26,0.9707284085405354,0.0006757776344083183,0.007495213728562571,,
DPF3,MEAMT-ENXUTO,3,22,27,0.9638938179932641,0.0007587586118194796,0.004046642078645427,,
DPF3,MEAMT-ENXUTO,3,22,28,0.9691321121158702,0.0006977624018803059,0.0037982111558224263,,
DPF3,MEAMT-ENXUTO,3,22,29,0.969275117027479,0.0006329095631467393,0.0034529772610329998,,
DPF3,MEAMT-ENXUTO,3,22,30,0.9681017186208105,0.0003782942822953333,0.0049726168758734545,,
DPF3,NSGA3,3,22,1,0.9588887338998138,0.003797480944024274,0.043380306706943726,,
DPF3,NSGA3,3,22,2,0.9590114072283159,0.003610177845706891,0.03713709582194901,,
DPF3,NSGA3,3,22,3,0.958879053514746,0.00376744119787161,0.042961240388678136,,
DPF3,NSGA3,3,22,4,0.9590288139583536,0.003756758201801234,0.03912050953789894,,
DPF3,NSGA3,3,22,5,0.9590227274573258,0.003663416232695925,0.037692617197616185,,
DPF3,NSGA3,3,22,6,0.9590219768466167,0.0036580366687956212,0.037744610810173315,,
DPF3,NSGA3,3,22,7,0.9588781182176556,0.0037671983953830876,0.04300780817851689,,
DPF3,NSGA3,3,22,8,0.9590343196893731,0.003780425860124221,0.0392958677324696,,
DPF3,NSGA3,3,22,9,0.9590200150315336,0.0036426604769020246,0.03750898169262885,,
DPF3,NSGA3,3,22,10,0.9590173273096241,0.003614080223576263,0.03696809789281833,,
DPF3,NSGA3,3,22,11,0.9590226802674912,0.003635858928509536,0.03701139495187432,,
DPF3,NSGA3,3,22,12,0.9588859756963787,0.0037867630189416007,0.043270995206456817,,
DPF3,NSGA3,3,22,13,0.9588826160803234,0.003775998412427135,0.04315280819437079,,
DPF3,NSGA3,3,22,14,0.9588759411667425,0.003765789328447105,0.04276006661205793,,
DPF3,NSGA3,3,22,15,0.9590197361434312,0.0036295428630325234,0.03721283308873174,,
DPF3,NSGA3,3,22,16,0.95917079083424,0.0033222206419928316,0.035806908133317134,,
DPF3,NSGA3,3,22,17,0.9588745570372764,0.003767102232528719,0.04271770923397505,,
DPF3,NSGA3,3,22,18,0.9588827734869395,0.0037718220739157864,0.043116139167631254,,
DPF3,NSGA3,3,22,19,0.9588782115118407,0.0037675354552873922,0.04299643955829457,,
DPF3,NSGA3,3,22,20,0.9590149560024324,0.003615731604380633,0.037143052874390334,,
DPF3,NSGA3,3,22,21,0.9588793476183812,0.0037650250366020256,0.043053997913341926,,
DPF3,NSGA3,3,22,22,0.9588780408227623,0.0037643167352974637,0.043012024743408955,,
DPF3,NSGA3,3,22,23,0.959013972431703,0.0036030215158709923,0.036702611515855174,,
DPF3,NSGA3,3,22,24,0.9590316631436427,0.0037332546548891616,0.038669844043395185,,
DPF3,NSGA3,3,22,25,0.9591710851173686,0.0033898698900711763,0.03615684572546543,,
DPF3,NSGA3,3,22,26,0.95888613815523,0.003785078515866999,0.043243700093145696,,
DPF3,NSGA3,3,22,27,0.9590245517687703,0.003668879561790437,0.03762219042064522,,
DPF3,NSGA3,3,22,28,0.9590162535653071,0.003617412791929369,0.037141816004602264,,
DPF3,NSGA3,3,22,29,0.9588779199283264,0.0037660263700260814,0.04303391156696994,,
DPF3,NSGA3,3,22,30,0.9588760037510651,0.0037844455288025478,0.043609149271263394,,
DPF3,NSGA2deap,3,22,1,0.9727822374949913,0.00021391557053631894,0.002496336610732372,,
DPF3,NSGA2deap,3,22,2,0.972725546766728,0.00018015702330633369,0.0024324383192892733,,
DPF3,NSGA2deap,3,22,3,0.9727711411961362,0.00016450650973588062,0.0024752998095429243,,
DPF3,NSGA2deap,3,22,4,0.9727823262361018,0.00018456636913780615,0.0024196834468866234,,
DPF3,NSGA2deap,3,22,5,0.9726736132767833,0.00017392278720204185,0.002555620153434016,,
DPF3,NSGA2deap,3,22,6,0.9727490589164342,0.0002601546431945927,0.002463148737729309,,
DPF3,NSGA2deap,3,22,7,0.9727105315959427,0.00019489068149624239,0.0025455097639477476,,
DPF3,NSGA2deap,3,22,8,0.9725911576175945,0.00016101962392404279,0.0023964266886266996,,
DPF3,NSGA2deap,3,22,9,0.9727006975998336,0.00016971742493835425,0.002228109902092425,,
DPF3,NSGA2deap,3,22,10,0.9727376666239131,0.00016832280778293675,0.002495603662423914,,
DPF3,NSGA2deap,3,22,11,0.9726211856601958,0.00018797613349179424,0.0025415702969466517,,
DPF3,NSGA2deap,3,22,12,0.9727528099558123,0.00017459537920809254,0.002469756002220306,,
DPF3,NSGA2deap,3,22,13,0.972605723614027,0.00017676853873006156,0.0025788374080445782,,
DPF3,NSGA2deap,3,22,14,0.9728641969755261,0.0001772590410199504,0.0022345979682250184,,
DPF3,NSGA2deap,3,22,15,0.97274339314835,0.00020342977782416495,0.0024375322381955315,,
DPF3,NSGA2deap,3,22,16,0.9726359266899477,0.00019389794970770848,0.0023445768171943917,,
DPF3,NSGA2deap,3,22,17,0.9726636274305911,0.0001743543549408326,0.0023087361437147936,,
DPF3,NSGA2deap,3,22,18,0.9728076103693086,0.0001807431855939686,0.002287557897020927,,
DPF3,NSGA2deap,3,22,19,0.9726875798600203,0.00018156646880550446,0.002427939982413092,,
DPF3,NSGA2deap,3,22,20,0.972708249623416,0.00015454881448042,0.0023663984232507596,,
DPF3,NSGA2deap,3,22,21,0.9726063731344794,0.0001925349884132776,0.0025790973849305425,,
DPF3,NSGA2deap,3,22,22,0.9726290861761646,0.00018338093826458413,0.00239564152890523,,
DPF3,NSGA2deap,3,22,23,0.9726667079424687,0.00016124388746609008,0.002538828816429055,,
DPF3,NSGA2deap,3,22,24,0.9727017348588044,0.00020395857426085695,0.002402979786701874,,
DPF3,NSGA2deap,3,22,25,0.9726470327438299,0.00016439800375857985,0.0025222455012282497,,
DPF3,NSGA2deap,3,22,26,0.9726523901660045,0.00020601193747649436,0.0024098854288763607,,
DPF3,NSGA2deap,3,22,27,0.9727516372434948,0.00016862029177855343,0.0021610950462809466,,
DPF3,NSGA2deap,3,22,28,0.972745097247389,0.00019698569437168805,0.0024758190617404437,,
DPF3,NSGA2deap,3,22,29,0.9726525585706567,0.00019295523219648372,0.002387055071100084,,
DPF3,NSGA2deap,3,22,30,0.9726344834248066,0.00018439731021440672,0.002465460728187956,,
DPF3,MOEAD,3,22,1,0.9593500933235899,0.018131379977793568,0.0032690762592280883,,
DPF3,MOEAD,3,22,2,0.9359969999281844,0.0019048157942540337,0.017233276261364085,,
DPF3,MOEAD,3,22,3,0.9360232132137846,0.003278643630145229,0.017279263845465725,,
DPF3,MOEAD,3,22,4,0.9360035876101205,0.002159337512933604,0.017233575675017092,,
DPF3,MOEAD,3,22,5,0.9362419312892676,0.0013814849867155481,0.021342706598336182,,
DPF3,MOEAD,3,22,6,0.9359808701954435,0.002032078804525259,0.017145285815748607,,
DPF3,MOEAD,3,22,7,0.9360273755859093,0.003982925598180357,0.017350546571744993,,
DPF3,MOEAD,3,22,8,0.93601538933477,0.0013018094616836842,0.04347891064926217,,
DPF3,MOEAD,3,22,9,0.9359899309150508,0.0031477454275194833,0.06257641156465435,,
DPF3,MOEAD,3,22,10,0.9360195278077751,0.002306486853690834,0.01725200892700062,,
DPF3,MOEAD,3,22,11,0.9359024160251588,0.0024957951337109827,0.01735469902064183,,
DPF3,MOEAD,3,22,12,0.936011951220412,0.00196139596307246,0.02780216645581413,,
DPF3,MOEAD,3,22,13,0.9360557876983675,0.004419045652444681,0.021281699749550253,,
DPF3,MOEAD,3,22,14,0.9360148398188868,0.0016214568437227298,0.017189039528109937,,
DPF3,MOEAD,3,22,15,0.9360259873811216,0.0016462900138492463,0.06230726812559562,,
DPF3,MOEAD,3,22,16,0.9359604694535031,0.001475961205171516,0.02141086375715876,,
DPF3,MOEAD,3,22,17,0.9360218815615753,0.0014401107447008703,0.06243134819804046,,
DPF3,MOEAD,3,22,18,0.9359297080744247,0.0016356149991973094,0.01720481196815938,,
DPF3,MOEAD,3,22,19,0.9359394733107633,0.005420468322733386,0.0513569382209902,,
DPF3,MOEAD,3,22,20,0.9360430168665002,0.0012978245201758969,0.021378567056687628,,
DPF3,MOEAD,3,22,21,0.9361059671693059,0.003490795655195033,0.021260807515740995,,
DPF3,MOEAD,3,22,22,0.9360426329626141,0.0012997924554368557,0.021309902222383534,,
DPF3,MOEAD,3,22,23,0.9360086505134034,0.0019320582392600293,0.017250144934055665,,
DPF3,MOEAD,3,22,24,0.9360151951474107,0.001706137435924485,0.027747392943557134,,
DPF3,MOEAD,3,22,25,0.9359974221132371,0.005234006574268351,0.01728930287714693,,
DPF3,MOEAD,3,22,26,0.9359883827644786,0.0068550616224064016,0.021342854213826878,,
DPF3,MOEAD,3,22,27,0.9358503672073153,0.0015229778595341988,0.017192301756383654,,
DPF3,MOEAD,3,22,28,0.9360242378100861,0.0026755289789469065,0.021333598518440768,,
DPF3,MOEAD,3,22,29,0.936228924870552,0.001309747073336922,0.017226827408821827,,
DPF3,MOEAD,3,22,30,0.9360420852643878,0.0013230482140832655,0.017189246396647102,,
MochilaMultiobjetivo,NSGA3,7,100,1,0.8466591184370007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,2,0.8438334786420006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,3,0.8469709131730007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,4,0.8440673246940007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,5,0.8483350151430006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,6,0.8437945043000006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,7,0.8470293746860006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,8,0.8459186059390006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,9,0.8527391157890006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,10,0.8449832217310006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,11,0.8454314266640006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,12,0.8454314266640006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,13,0.8461134776490007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,14,0.8503811680980006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,15,0.8461719391620006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,16,0.8522909108560007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,17,0.8461329648200006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,18,0.8471852720540006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,19,0.8534406539450007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,20,0.8460745033070006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,21,0.8490560404700006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,22,0.8473996309350006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,23,0.8442037348910005,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,24,0.8506929628340006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,25,0.8461524519910006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,26,0.8438724529840006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,27,0.8478088615260007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,28,0.8429370687760006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,29,0.8511021934250007,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,NSGA3,7,100,30,0.8494068095480006,0.054311737552870734,0.07814260919005651,0.9622641509433962,0.037735849056603765
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,1,0.8035534961850006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,2,0.8075678534110006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,3,0.7945114488410007,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,4,0.8018970866500006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,5,0.8004745231670006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,6,0.7973955501490005,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,7,0.7966160633090006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,8,0.8017022149400006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,9,0.7982529856730006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,10,0.7964796531120006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,11,0.8012540100070006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,12,0.8000652925760006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,13,0.8051124698650006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,14,0.8040017011180006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,15,0.8043329830250006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,16,0.8038652909210006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,17,0.7970837554130006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,18,0.8046252905900005,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,19,0.8011565741520006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,20,0.7975514475170006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,21,0.8004745231670006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,22,0.8029493938840007,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,23,0.8032027271070006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,24,0.8024817017800006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,25,0.8025791376350006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,26,0.8009617024420006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,27,0.7995196517880006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,28,0.7993442672490005,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,29,0.8027545221740006,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MEAMT-ENXUTO,7,100,30,0.8073924688720007,0.08571040967745037,0.11816934706933581,0.944,0.05600000000000005
MochilaMultiobjetivo,MOEAD,7,100,1,0.6298448538910004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,2,0.6297669052070005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,3,0.6367627995960005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,4,0.6310530584930005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,5,0.6296889565230004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,6,0.6344048519050005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,7,0.6336838265780005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,8,0.6308776739540005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,9,0.6277207522520005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,10,0.6248951124570005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,11,0.6338592111170005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,12,0.6369186969640005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,13,0.6339566469720005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,14,0.6305074177050005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,15,0.6362756203210005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,16,0.6296694693520005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,17,0.6318715196750004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,18,0.6351258772320004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,19,0.6327094680280005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,20,0.6341710058530005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,21,0.6297474180360004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,22,0.6387115166960005,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,23,0.6340345956560004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,24,0.6304489561920004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,25,0.6336253650650004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,26,0.6409330541900006,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,27,0.6335863907230004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,28,0.6316766479650004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,29,0.6349894670350004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,MOEAD,7,100,30,0.6304489561920004,0.09915407102627422,0.01497196088910058,1.0,0.0
MochilaMultiobjetivo,NSGA2deap,7,100,1,0.7297750667790005,0.09896769267625766,0.13161581454949303,0.38,0.62
MochilaMultiobjetivo,NSGA2deap,7,100,2,0.7563945423650006,0.10174123558230268,0.13051075545232999,0.47333333333333333,0.5266666666666666
MochilaMultiobjetivo,NSGA2deap,7,100,3,0.7345689108450005,0.09685955792172299,0.13225231416614253,0.3933333333333333,0.6066666666666667
MochilaMultiobjetivo,NSGA2deap,7,100,4,0.7650663334600005,0.08021226422484587,0.1309040563267462,0.36666666666666664,0.6333333333333333
MochilaMultiobjetivo,NSGA2deap,7,100,5,0.7967914478480006,0.07458519093122723,0.12327528024936886,0.4633333333333333,0.5366666666666666
MochilaMultiobjetivo,NSGA2deap,7,100,6,0.7413114720110006,0.08900587481054552,0.12188178972599965,0.29333333333333333,0.7066666666666667
MochilaMultiobjetivo,NSGA2deap,7,100,7,0.7480735203480006,0.0936151945156365,0.13972151672579233,0.2,0.8
MochilaMultiobjetivo,NSGA2deap,7,100,8,0.7470601874560006,0.08715426976487355,0.1271421090690738,0.37,0.63
MochilaMultiobjetivo,NSGA2deap,7,100,9,0.7417207026020005,0.0952637707192526,0.13764000285298186,0.2966666666666667,0.7033333333333334
MochilaMultiobjetivo,NSGA2deap,7,100,10,0.7410386516170006,0.09752956111279523,0.13077220818040253,0.4666666666666667,0.5333333333333333
MochilaMultiobjetivo,NSGA2deap,7,100,11,0.7799740192750005,0.08217917349338524,0.13304423987179861,0.33666666666666667,0.6633333333333333
MochilaMultiobjetivo,NSGA2deap,7,100,12,0.7384078835320005,0.0899439880950261,0.11295280585421585,0.27666666666666667,0.7233333333333334
MochilaMultiobjetivo,NSGA2deap,7,100,13,0.7699576133810005,0.08562887461538443,0.13390699256793404,0.39666666666666667,0.6033333333333333
MochilaMultiobjetivo,NSGA2deap,7,100,14,0.7729001762020005,0.0793504587823114,0.1327079335149666,0.29,0.71
MochilaMultiobjetivo,NSGA2deap,7,100,15,0.7208499424610005,0.11705637243519798,0.1371597801858628,0.3333333333333333,0.6666666666666667
MochilaMultiobjetivo,NSGA2deap,7,100,16,0.7703473568010005,0.08816229530365106,0.13259324459848998,0.27666666666666667,0.7233333333333334
MochilaMultiobjetivo,NSGA2deap,7,100,17,0.7603699252490005,0.08971019250483289,0.12909856611020745,0.38333333333333336,0.6166666666666667
MochilaMultiobjetivo,NSGA2deap,7,100,18,0.6943084155590005,0.1090295170037095,0.1454184581011815,0.22,0.78
MochilaMultiobjetivo,NSGA2deap,7,100,19,0.7264232733670005,0.09773156513188373,0.12443877277019602,0.44333333333333336,0.5566666666666666
MochilaMultiobjetivo,NSGA2deap,7,100,20,0.7509576216560006,0.08105993942734602,0.1250864673385258,0.3,0.7
MochilaMultiobjetivo,NSGA2deap,7,100,21,0.7142243043210005,0.1043328966900306,0.1341592803911259,0.31666666666666665,0.6833333333333333
MochilaMultiobjetivo,NSGA2deap,7,100,22,0.7514448009310005,0.08431632333019629,0.13262431802981636,0.49666666666666665,0.5033333333333334
MochilaMultiobjetivo,NSGA2deap,7,100,23,0.7573883880860006,0.08367529341618105,0.12145550061566382,0.5166666666666667,0.4833333333333333
MochilaMultiobjetivo,NSGA2deap,7,100,24,0.7681063321360005,0.08703223253181622,0.13146455619935118,0.41,0.5900000000000001
MochilaMultiobjetivo,NSGA2deap,7,100,25,0.8163955418740005,0.06753956782647898,0.12829219131090175,0.30666666666666664,0.6933333333333334
MochilaMultiobjetivo,NSGA2deap,7,100,26,0.7499637759350006,0.08856015482653602,0.12914946734675964,0.30333333333333334,0.6966666666666667
MochilaMultiobjetivo,NSGA2deap,7,100,27,0.7248837868580005,0.08679529618770926,0.1305813186394491,0.41,0.5900000000000001
MochilaMultiobjetivo,NSGA2deap,7,100,28,0.8157329780600007,0.07219507710853348,0.13195964291062454,0.34,0.6599999999999999
MochilaMultiobjetivo,NSGA2deap,7,100,29,0.7371607045880005,0.08500078305113588,0.130095262739808,0.44333333333333336,0.5566666666666666
MochilaMultiobjetivo,NSGA2deap,7,100,30,0.7242601973860006,0.09532965408123287,0.12575386627000204,0.25666666666666665,0.7433333333333334
MochilaMultiobjetivo,MEAMT,7,100,1,1.0167626340960008,0.02374886482611251,0.052346365073108074,0.9893175074183976,0.010682492581602365
MochilaMultiobjetivo,MEAMT,7,100,2,1.0189841715900008,0.02374886482611251,0.052346365073108074,0.9893175074183976,0.010682492581602365
